book_id,books_count,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
5628,89,1451616880,"María Dueñas, Daniel Hahn",2009,El tiempo entre costuras,The Time in Between,eng,4.04,10166,252,861,3367,7395,6595
5629,60,452280397,Toni Morrison,1997,,Paradise,eng,3.77,17524,685,1415,4877,6688,5414
5630,53,425190455,William Gibson,1996,Idoru,Idoru (Bridge #2),eng,3.78,16099,147,1003,5421,7423,3939
5631,35,373777922,Kristan Higgins,2013,The Best Man,"The Best Man (Blue Heron, #1)",eng,3.93,18998,629,1001,4553,7774,7020
5632,42,64473457,Diana Wynne Jones,1990,Castle in the Air,"Castle in the Air (Howl's Moving Castle, #2)",,3.93,22964,175,1119,6799,11091,7586
5633,14,545298407,Jude Watson,2011,A King's Ransom,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng,4.14,18168,332,739,3602,5110,8686
5634,19,1594202435,Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4,18997,455,886,4030,7784,7068
5635,9,1523662441,Penelope Ward,2016,RoomHate,RoomHate,eng,4.07,21136,555,1378,4529,9143,10721
5636,20,1416960597,Elizabeth Scott,2008,Living Dead Girl,Living Dead Girl,en-US,3.83,22014,819,1845,5781,7976,7906
5637,259,938077872,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,धर्मपद [Dhammapada],The Dhammapada,eng,4.29,12639,213,516,2436,4866,9083
5638,17,,Kristen Ashley,2012,Law Man,"Law Man (Dream Man, #3)",en-US,4.33,33220,211,745,4303,12340,18256
5639,81,671028367,Kathy Reichs,2000,Deadly Décisions,"Deadly Decisions (Temperance Brennan, #3)",en-US,3.93,21646,135,865,6562,10221,6935
5640,27,812995821,Brené Brown,2015,Rising Strong,Rising Strong,en-GB,4.19,22022,506,922,3320,8037,11134
5641,39,385344031,Alan Bradley,2013,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",eng,4.17,21892,242,540,3474,10822,9469
5642,56,316018775,"James Patterson, Maxine Paetro",2009,Swimsuit,Swimsuit,eng,3.63,18462,707,1907,6321,6749,4768
5643,31,842371516,Elisabeth Elliot,1956,Through Gates of Splendor,Through Gates of Splendor,en-US,4.38,16487,162,337,1951,4938,9674
5644,10,,Tarryn Fisher,2012,Dirty Red,"Dirty Red (Love Me with Lies, #2)",eng,4.22,26888,281,868,3864,9830,12284
5645,24,316213071,Holly Black,2015,The Darkest Part of the Forest,The Darkest Part of the Forest,eng,3.91,22992,491,1487,5577,10166,7777
5646,40,380794470,Susan Elizabeth Phillips,1998,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",en-US,4.18,24117,174,704,4437,9459,11064
5647,36,,"خالد الخميسي, Khaled Al Khamissi",2006,تاكسي: حواديت المشاوير,تاكسي: حواديت المشاوير,ara,3.68,11981,439,1139,4102,5416,3125
5648,24,312144075,Gail Tsukiyama,1994,The Samurai's Garden,The Samurai's Garden,en-US,4.12,17024,145,558,3152,7152,6767
5649,28,,Sally   Thorne,2016,The Hating Game,The Hating Game,eng,4.24,21426,432,1049,3720,9290,14111
5650,46,804177996,Julia Heaberlin,2015,Black-Eyed Susans,Black-Eyed Susans,eng,3.78,14886,383,1134,4866,8273,4194
5651,11,,Penny Reid,2013,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,3.96,29612,811,1635,6111,10828,10564
5652,36,1416971777,"Scott Westerfeld, Keith Thompson",2011,Goliath,"Goliath (Leviathan, #3)",eng,4.25,23911,167,559,3594,9438,11633
5653,11,1421506718,"Akira Amano, JN Productions, Frances E. Wall",2004,家庭教師ヒットマンREBORN! 1,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",,4.22,15102,397,750,2404,3362,8530
5654,46,,Karin Slaughter,2012,Criminal,"Criminal (Will Trent, #6)",eng,4.21,18592,171,522,3134,8309,9126
5655,59,425180964,Tom Clancy,2000,The Bear and the Dragon,"The Bear and the Dragon (Jack Ryan Universe, #11)",en-US,3.79,18399,414,1400,5479,7608,5289
5656,28,399158987,Sue Grafton,2013,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",eng,3.86,17357,267,963,5789,9555,5528
5657,7,1584790830,Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,I'm Just Here for the Food: Food + Heat = Cooking,en-US,4.21,15870,277,525,2514,5550,7841
5658,46,312335288,James Herriot,1976,Vets Might Fly and Vet in a Spin,All Things Wise and Wonderful,,4.39,20524,109,245,2467,7537,11956
5659,31,312934327,Sherrilyn Kenyon,2005,Sins of the Night,Sins of the Night (Dark-Hunter #7),eng,4.18,28341,130,890,5620,10622,13205
5660,23,1595143998,Beth Revis,2013,Shades of Earth,"Shades of Earth (Across the Universe, #3)",eng,4.11,24612,445,1146,4734,9221,11293
5661,77,1416509631,Ursula K. Le Guin,1990,Tehanu,"Tehanu (Earthsea Cycle, #4)",eng,3.89,19503,375,1435,5643,8668,7086
5662,36,62217070,Amy Tintera,2013,Reboot,"Reboot (Reboot, #1)",eng,3.92,23300,502,1494,5622,10225,7976
5663,17,1594486638,Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,eng,3.88,17102,366,960,4257,7936,5065
5664,11,1400067669,Jon Meacham,2012,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,eng,3.99,18546,692,843,3518,7755,7045
5665,196,7113803,Agatha Christie,1936,Murder in Mesopotamia,"Murder in Mesopotamia (Hercule Poirot, #14)",eng,3.86,21207,108,957,7300,9946,6181
5666,23,553575376,Iain M. Banks,1996,Excession,"Excession (Culture, #5)",en-US,4.19,16330,104,544,3026,7117,8042
5667,25,038079487X,Pearl Cleage,1997,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,3.7,17853,359,1568,5728,6439,4350
5668,53,449000621,Sue Grafton,1990,G is for Gumshoe,"G is for Gumshoe (Kinsey Millhone, #7)",eng,3.9,22311,69,631,7360,10467,6237
5669,40,1455521310,David Baldacci,2013,King & Maxwell,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng,4.03,14491,132,643,4106,8871,6344
5670,50,60958340,Irvin D. Yalom,1989,Love's Executioner & Other Tales of Psychotherapy,Love's Executioner and Other Tales of Psychotherapy,,4.18,14013,237,547,2468,5725,7157
5671,48,316037885,Trudi Canavan,2009,The Magician's Apprentice,"The Magician's Apprentice (Black Magician, #0.5)",eng,3.94,17128,325,1049,4419,7005,6291
5672,32,593046315,Steven Erikson,2007,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,16539,98,328,2179,6949,9739
5673,23,1595541209,Frank E. Peretti,1999,The Visitation,The Visitation,,3.91,16142,347,1125,4049,5683,5803
5674,17,1600106951,"Joe Hill, Gabriel Rodríguez",2010, Crown of Shadows,"Locke & Key, Vol. 3: Crown of Shadows",en-US,4.41,19683,121,262,1942,7404,11626
5675,40,1576751740,The Arbinger Institute,2000,Leadership and Self Deception: Getting Out of the Box,Leadership and Self-Deception: Getting Out of the Box,,4.11,13531,303,717,2684,5249,6753
5676,48,1857230213,"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)","The Garden of Rama (Rama, #3)",eng,3.76,16389,439,1425,5008,6079,4901
5677,45,031235164X,Lisa Kleypas,2008,,"Blue-Eyed Devil (Travises, #2)",en-US,4.21,25508,247,872,4225,9712,12425
5678,119,140184937,Graham Greene,1958,Our Man in Havana,Our Man in Havana,eng,3.94,15460,83,647,4277,8698,4729
5679,11,140123206X,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,Batman: The Black Mirror,eng,4.29,15625,183,466,2226,5070,8421
5680,33,316097543,"James Patterson, Marshall Karp",2011,Kill Me If You Can,Kill Me If You Can,eng,4,16879,287,773,3982,7122,6452
5681,52,,Darren Shan,2003,"Killers of the Dawn (Cirque Du Freak, #9)","Killers of the Dawn (Cirque Du Freak, #9)",,4.22,18194,146,658,3231,6353,9399
5682,33,515089931,Corrie ten Boom,1974,Tramp for the Lord,Tramp for the Lord,,4.47,16680,117,262,1717,4353,10528
5683,13,60278684,"Laura Joffe Numeroff, Felicia Bond",2000,If You Take a Mouse to the Movies,If You Take a Mouse to the Movies,,4.16,17938,252,853,3460,4893,8832
5684,37,1423340418,"Laurell K. Hamilton, Laural Merlington",2007,A Lick of Frost,"A Lick of Frost (Merry Gentry, #6)",eng,4.12,24148,372,1379,4999,8487,12154
5685,15,99690608,"Orson Scott Card, James Cameron",1989,The Abyss,The Abyss,eng,4.06,16318,137,495,3626,6248,5986
5686,15,031262168X,Paula Brackston,1991,The Book of Shadows,"The Witch's Daughter (The Witch's Daughter, #1)",en-US,3.54,17694,621,2198,7280,7554,3783
5687,63,149262344X,"Katarina Bivald, Alice Menzies",2013,Läsarna i Broken Wheel rekommenderar,The Readers of Broken Wheel Recommend,eng,3.56,14571,591,2076,6815,7816,3588
5688,67,60004878,Dennis Lehane,2012,Live by Night,"Live by Night (Coughlin, #2)",eng,3.89,14275,219,858,4098,7770,4577
5689,23,62004042,Amy Plum,2012,Until I Die,"Until I Die (Revenants, #2)",en-US,4.17,24203,341,1035,4255,8127,11607
5690,54,1439192812,"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,en-US,4.04,14511,499,790,3094,5908,6776
5691,31,842356290,"Karen Kingsbury, Gary Smalley",2002,Remember,"Remember (Redemption, #2)",eng,4.41,16303,106,363,1846,4788,9882
5692,48,316097527,James Patterson,2013,"Alex Cross, Run","Alex Cross, Run (Alex Cross, #20)",,4.03,14434,139,584,4227,7954,6403
5693,15,812979915,Christian Lander,2008,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,3.76,15888,414,1294,4620,5603,4473
5694,52,425259870,Nora Roberts,2014,Blood Magick,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng,4.06,14167,258,1146,4523,7238,8974
5695,44,345348672,Stephen R. Donaldson,1977,The Power That Preserves,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng,3.99,18594,494,1038,3911,7492,7343
5696,49,718149866,Marian Keyes,2009,The Brightest Star in the Sky,The Brightest Star in the Sky,en-GB,3.65,17413,605,1780,6051,6778,4535
5697,19,62001035,Heather Dixon,2011,Entwined,Entwined,en-US,3.87,28950,776,2219,7258,10297,9986
5698,12,1592407110,Rachel Dratch,2012,,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",,3.57,16604,610,1779,5769,5927,3547
5699,177,307350436,Gabriel García Márquez,1961,El coronel no tiene quien le escriba,El coronel no tiene quien le escriba,spa,3.71,13206,401,1406,5821,7380,4242
5700,91,140283358,J.M. Coetzee,1980,Waiting for the Barbarians,Waiting for the Barbarians,eng,3.94,14830,297,1039,3894,7429,5794
5701,16,385423608,Willy Lindwer,1988,The Last Seven Months of Anne Frank,The Last Seven Months of Anne Frank,,4.34,15096,284,333,1807,4417,8534
5702,46,147670869X,Walter Isaacson,2014,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,4.03,14890,481,693,2882,6481,6273
5703,51,1400065593,Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002,414,1735,6198,6994,3831
5704,122,684859238,Ernest Hemingway,1937,To Have and Have Not ,To Have and Have Not,eng,3.57,16074,469,1917,6388,6719,3477
5705,85,451219597,Ken Follett,2001,Jackdaws,Jackdaws,eng,3.91,17489,167,863,5131,8680,5541
5706,3,,محمد السالم,2013,,حبيبتي بكماء,ara,3.3,12690,2522,2008,2414,1917,4578
5707,29,60750863,Neal Stephenson,2004,The System of the World,"The System of the World (The Baroque Cycle, #3)",en-US,4.3,16106,129,454,2187,6167,8836
5708,29,60734000,Ben Mikaelsen,1997,Touching Spirit Bear,"Touching Spirit Bear (Spirit Bear, #1)",eng,3.85,17706,725,1400,4201,6249,6275
5709,38,1439142009,Rachel Kushner,2013,The Flamethrowers,The Flamethrowers,eng,3.46,13225,811,2029,4423,4827,2852
5710,23,62076108,Jeaniene Frost,2013,Twice Tempted ,"Twice Tempted (Night Prince, #2)",en-GB,4.3,26598,153,640,3892,10605,14451
5711,15,1439187010,Deborah Feldman,2012,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,3.67,8516,433,1345,4754,5991,3440
5712,32,62318322,Kiera Cass,2014,The Selection Stories: The Prince & The Guard,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",eng,4.03,23695,319,1346,5813,7983,10135
5713,35,61914177,Gary Vaynerchuk,2009,Crush It!: Why Now Is the Time to Cash in on Your Passion,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,3.85,17271,536,1405,4310,5641,6034
5714,35,044101173X,Alastair Reynolds,2003,Redemption Ark,Redemption Ark,eng,4.13,16484,83,398,3008,8167,6403
5715,54,345485777,Steve Berry,2007,The Venetian Betrayal,"The Venetian Betrayal (Cotton Malone, #3)",en-US,3.94,18403,195,786,4737,8330,5786
5716,25,151189781,T.S. Eliot,1963,Collected Poems 1909-1962,"Collected Poems, 1909-1962",eng,4.29,17192,162,483,2510,5491,9122
5717,82,395957753,Lloyd C. Douglas,1942,The Robe,The Robe,en-US,4.2,18903,167,605,3310,6569,8829
5718,77,786834277,"Walt Disney Company, Ellen Titlebaum",2002,Beauty and the Beast,Beauty and the Beast,,4.39,14811,174,439,2127,3170,9655
5719,26,1594486409,Anton DiSclafani,2013,The Yonahlossee Riding Camp for Girls,The Yonahlossee Riding Camp for Girls,eng,3.34,15769,720,2642,6737,5832,2181
5720,32,1250052386,Kylie Scott,2014,Lead,"Lead (Stage Dive, #3)",eng,4.32,29239,145,658,4138,12166,16892
5721,31,553588370,Kelley Armstrong,2007,No Humans Involved,"No Humans Involved (Women of the Otherworld, #7)",eng,4.2,23191,109,542,4336,9454,10716
5722,56,60766247,"Joseph Delaney, Patrick  Arrasmith",2007,Night of the Soul Stealer,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",,4.12,18279,187,620,4209,7654,8526
5723,27,747538352,Gavin de Becker,1997,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,The Gift of Fear: Survival Signals That Protect Us from Violence,,4.19,14609,194,587,3086,6513,8328
5724,9,1442406593,Jennifer Echols,2010,Endless Summer,"Endless Summer (The Boys Next Door, #1-2)",eng,4.02,18438,417,1223,3860,5275,7867
5725,31,006194436X,Lincoln Peirce,2010,,"Big Nate Strikes Again (Big Nate Novels, #2)",en-US,4.23,20480,572,979,2989,4898,11522
5726,37,778319059,Mary Kubica,2016,Don't You Cry,Don't You Cry,,3.57,17399,578,2056,7077,8212,3707
5727,37,,Willard F. Harley Jr.,1986,"Que Necesita El, Que Necesita Ella ","His Needs, Her Needs: Building an Affair-Proof Marriage",eng,4.11,15008,331,715,2808,5008,7014
5728,60,515141666,Nora Roberts,2006,Dance of the Gods,"Dance of the Gods (Circle Trilogy, #2)",eng,4.13,23060,209,978,4677,8132,10384
5729,10,1442402008,Kelly Creagh,2010,Nevermore,"Nevermore (Nevermore, #1)",en-US,3.87,24570,1247,2177,5169,6910,9999
5730,83,802131808,"Sadegh Hedayat, D.P. Costello",1937,بوف کور,The Blind Owl,en-US,3.99,5168,401,819,2221,3814,4935
5731,18,61906220,"Eric Litwin, James Dean",2010,,Pete the Cat: I Love My White Shoes,en-US,4.41,19122,292,527,2042,4586,11879
5732,44,307738612,"Jonathan Stroud, Simon  Jones",2010,The Ring of Solomon,"The Ring of Solomon (Bartimaeus, #0.5)",eng,4.19,18809,329,568,3380,7850,9591
5733,65,439568471,R.L. Stine,1992,Welcome to Dead House,"Welcome to Dead House (Goosebumps, #1)",en-US,3.82,19171,451,1763,5906,5438,7089
5734,34,60837055,Louise Erdrich,2003,The Master Butchers Singing Club,The Master Butchers Singing Club,,4.02,16821,213,692,3569,7727,6011
5735,15,765319233,Glen Cook,1986,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",en-US,4.2,16663,273,590,2584,6462,8182
5736,16,1481438867,Abbi Glines,2015,Until Friday Night,"Until Friday Night (The Field Party, #1)",eng,4.01,20813,615,1435,4798,8481,9706
5737,20,671774670,Melinda Haynes,1999,Mother of Pearl,Mother of Pearl,en-US,3.67,17378,464,1373,5501,6517,3777
5738,37,1501124374,Chris Cleave,2016,Everyone Brave Is Forgiven,Everyone Brave is Forgiven,eng,3.8,16183,362,1190,5437,8621,4776
5739,77,553129198,Michael Crichton,1975,The Great Train Robbery,The Great Train Robbery,,3.84,17309,241,1208,5294,7930,5234
5740,58,739437585,Danielle Steel,2003,Safe Harbour,Safe Harbour,,4.04,16205,333,703,3650,5311,6732
5741,38,345467515,Kristin Hannah,2004,The Things We Do for Love,The Things We Do for Love,en-GB,4.05,16190,167,559,3914,8153,6418
5742,39,765343266,Juliet Marillier,2000,Son of the Shadows,"Son of the Shadows (Sevenwaters, #2)",eng,4.32,21544,113,470,3051,8016,11947
5743,108,451207793,Ken Follett,1980,The Key to Rebecca,The Key to Rebecca,eng,3.86,16616,172,861,5321,8890,4683
5744,25,451233328,Chloe Neill,2011,Hard Bitten,"Hard Bitten (Chicagoland Vampires, #4)",en-US,4.17,28656,278,949,5240,11250,13140
5745,4,060961066X,"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,eng,4.26,16134,482,427,2018,4650,8604
5746,11,,Fisher Amelie,2012,,"Vain (The Seven Deadly, #1)",eng,4.25,10427,600,1036,3600,8530,14636
5747,253,812974417,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness,At the Mountains of Madness,eng,3.93,16637,369,1403,4419,7067,6849
5748,51,515128554,Nora Roberts,2000,Heart of the Sea,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",en-US,4.14,22274,123,824,4711,8222,10004
5749,36,440244498,Lara Adrian,2008,Veil of Midnight,"Veil of Midnight (Midnight Breed, #5)",eng,4.26,25116,130,603,4063,9551,12701
5750,36,380792648,James Rollins,1999,Subterranean,Subterranean,eng,4.01,17425,211,857,4196,6957,6655
5751,80,375713751,Allison Pearson,2001,I Don't Know How She Does It,I Don't Know How She Does It,en-US,3.3,15456,1002,2829,6336,4911,2625
5752,12,1563897156,"Garth Ennis, Steve Dillon",2001,,"Preacher, Volume 9: Alamo",eng,4.33,17930,275,564,2126,5078,10086
5753,27,1500453307,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet","The Long Way to a Small, Angry Planet (Wayfarers, #1)",eng,4.18,12969,306,805,3179,8272,9838
5754,18,140286802,"Jorge Luis Borges, Andrew Hurley",1998,Cuentos completos,Collected Fictions,eng,4.58,16474,101,216,1050,3853,11527
5755,32,689868235,Holly Black,2002,Tithe: A Modern Faerie Tale ,Valiant (Modern Faerie Tales #2),eng,3.92,26108,527,1873,6713,9040,9681
5756,91,743464664,John le Carré,1989,The Russia House,The Russia House,,3.9,17293,210,804,4735,7545,5134
5757,21,1606840592,Jennifer Lynn Barnes,2010,Raised by Wolves,"Raised by Wolves (Raised by Wolves, #1)",eng,3.94,24936,816,1764,5358,7845,9832
5758,91,451219244,Harlan Coben,2006,"Promise Me (Myron Bolitar, #8)",Promise Me (Myron Bolitar #8),eng,3.96,18168,100,609,4866,9503,5609
5759,56,61720852,L.J. Smith,2011,The Vampire Diaries: The Return: Midnight,"Midnight (The Vampire Diaries: The Return, #3)",en-US,3.78,20566,1052,2302,5507,5569,8337
5760,35,312934343,Sherrilyn Kenyon,2006,Dark Side of the Moon,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",en-US,4.15,27311,192,1067,5616,9921,12685
5761,39,151010986,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",en-US,3.99,15249,392,851,3443,5444,6222
5762,19,,T.R. Ragan,2011,Abducted,Abducted (Lizzy Gardner #1),eng,3.94,8828,295,859,3605,6833,5264
5763,75,451197879,"Richard Bachman, Stephen King",1981,Roadwork,Roadwork,en-US,3.59,18479,494,2162,6977,5825,4564
5764,63,425204049,Clive Cussler,2001,"Valhalla Rising (Dirk Pitt, #16)","Valhalla Rising (Dirk Pitt, #16)",en-US,3.92,17260,170,683,4930,7538,5231
